Student_ID,Attendance,Favourite_Color,Previous_Score,Random_Code,Age,Study_Hours,Gender,Lucky_Number,Absences,Education,Music_Preference,Income,Assignments_Completed,Random_Value,Stress_Level,City,Previous_Failures,Random_Flag,Parent_Support,Pet_Ownership,Financial_Stress,Random_Category,Library_Visits,Commute_Minutes,Birth_Weekday,Random_Number_2,Mock_Test_Score,Internet_Quality,Random_Date_Code,Mentor_Meetings,Sleep_Hours,Device,Random_Score,Academic_Warning,Extracurricular_Hours,Registration_Quarter,Random_Bucket,Assignment_Submission_Rate,Financial_Aid,Outcome
S107018,,Black,34,695539,55,4.0,M,844022,27,PG,,63614,8,980.0522940248188,7,Kochi,1,1,,Cat,9,B,13,96,,2464347,,,1434331,3,8.2,Tablet,80.40736305390628,Yes,3.6,1,X3,,NO,Continue
S143404,81.4%,Yellow,83,,40,6.0,male,316038,4,UG,None,32679,4,762.924102682101,4,Kollam,4,1,10,None,5,B,3,53,4,3637634,37,Poor,1815345,7,8.9,Windows Laptop,41.794868867221105,No,1.0,3,X5,,NO,Dropout
S100653,77.9,Yellow,52,684896,56,5.6,Male,747817,,PG,HipHop,"₹99,722",6,916.4066334699212,7,Kottayam,4,1,7,Dog,5,C,12,60,,452945,59,Average,614750,11,4.3,Tablet,,Yes,12.5,2,X3,62.1,YES,Dropout
S103623,,Black,36,226946,20,7.0,Female,391627,5,B.Tech,HipHop,,13,747.7625924003064,1,Kottayam,5,0,9,Bird,7,A,5,116,4,3788882,20,Poor,,4,6.5,Laptop,24.4358759904041,Yes,12.8,1,X5,42.9,NO,Dropout
S136314,53.0,Blue,45,150518,18,8.6,Female,494038,17,UG,None,28256,15,341.73557200543917,10,Thiruvananthapuram,0,1,7,Cat,9,F,14,51,3,4584457,50,Good,1370885,7,5.7,Tablet,7.054388337929329,No,9.7,,X4,96.8,Yes,Continue
S113755,71.9,Yellow,56,894188,53,1.8,male,463449,20,B.Tech,Pop,56667,14,623.2946076415881,3,Thrissur,2,0,6,Bird,10,D,1,,4,6929741,30,Poor,1553963,9,8.5,Tablet,33.452351409426775,No,8.4,2,X3,90.7,NO,Dropout
S140477,,Red,31,400452,,4.9,male,329926,29,UG,Classical,61167,8,584.4156269763449,4,Kollam,1,1,7,None,6,D,11,48,4,7682438,81,Poor,1232171,3,4.2,iOS,98.33669908354908,No,7.0,4,X5,85.6,No,Dropout
S135962,58.6,Red,63,436010,59,3.6,,111760,26,Graduate,Classical,35101,14,401.2703171171792,6,Kozhikode,2,1,5,Dog,7,F,10,47,0,7917272,39,Average,1725215,6,5.1,Windows Laptop,34.65791810690617,,0.7,1,X2,65.0,YES,Dropout
S121119,86.6,,37,964414,29,2.5,Male,,16,UG,Rock,"₹19,371",11,764.6305378071709,2,Thiruvananthapuram,4,,6,Bird,1,A,3,,2,2493076,78,Average,171310,1,4.5,Laptop,14.902930045895912,Yes,9.1,4,X4,91.6,NO,Dropout
S134238,50.6,Blue,44,524290,50,3.9,male,640379,,BTech,Rock,54740,19,540.8889233856485,8,Kozhikode,,,3,Bird,4,E,9,35,4,3647482,49,Good,1801984,5,4.8,Windows Laptop,73.62887685962744,,5.8,1,X4,84.6,NO,Dropout
S143712,57.9,Red,87,700792,49,8.1,male,863348,29,UG,Classical,93780,12,552.9510488829144,3,Thrissur,0,1,,Bird,,B,15,112,5,5025501,76,Good,1072351,2,,iOS,67.79544843265822,Yes,8.6,3,X5,42.2,No,Continue
S111345,56.6,White,59,234396,56,7.6,male,,21,UG,,"₹67,462",0,506.7788286084575,9,Thiruvananthapuram,3,0,4,Bird,1,F,6,99,,9957632,90,Poor,576890,11,7.6,Android,11.780445812029106,No,10.4,1,X3,95.6,YES,Dropout
S139629,51.7,Red,80,126956,49,2.7,F,,20,Graduate,Rock,98537,20,325.4960716056646,8,Kottayam,5,1,2,Dog,10,,,56,4,534951,50,Good,559824,11,5.7,Tablet,49.23413755040919,No,13.4,2,X4,74.0,YES,Dropout
S132132,,Green,40,870828,24,,Male,762678,2,,None,,10,-18.91965041022422,7,Thiruvananthapuram,1,0,4,Dog,8,A,,7,3,6628962,56,Poor,,6,8.9,,53.192157295708306,No,14.3,2,,,Yes,Dropout
,80.5,White,41,792034,57,1.3,F,375741,0,,HipHop,16410,10,831.4298682566538,,Kollam,1,0,2,Cat,9,,11,,6,5982194,43,Poor,1026471,7,6.0,Windows Laptop,25.759469866990504,No,1.7,1,X5,78.3,Yes,Dropout
S140683,73.4,Yellow,97,800574,32,6.1,M,888183,23,PG,Rock,78.5k,1,284.3378329196594,,Kollam,4,1,9,Dog,3,C,9,31,,7969718,79,Good,320952,7,6.5,iOS,46.7476759172341,,12.9,4,X1,80.4,Yes,Continue
S144563,89.9%,White,33,668441,40,7.6,female,758102,4,,,46729,3,325.3364392894712,,Thrissur,4,1,,Cat,10,E,18,19,0,9399342,74,Excellent,1555301,3,8.0,iOS,88.88947258379321,,14.8,3,X1,94.1,NO,Continue
S125430,97.2,Blue,72,582192,17,5.3,F,532637,17,UG,None,60703,,,2,Thrissur,3,1,2,None,2,F,7,48,0,3595398,54,Good,710851,8,8.7,Windows Laptop,57.08711933983882,No,2.8,2,X1,81.6,No,Continue
S107252,59.7,Blue,31,866314,40,4.4,male,437567,30,Graduate,,15270,10,393.79460075971554,6,Kottayam,,0,8,Bird,4,C,15,14,2,1663178,73,Excellent,1554880,7,6.3,Windows Laptop,57.3031729406662,Yes,10.0,3,X1,,NO,Dropout
S144365,57.5,Black,42,780957,43,5.4h,female,739617,7,BTech,Pop,"₹66,920",6,170.26360664750013,2,Thiruvananthapuram,3,0,6,Dog,9,E,16,64,2,2454321,81,Average,374427,5,4.7,iOS,63.62434327831622,No,8.2,3,X3,80.7,NO,Continue
S111084,-10%,Blue,38,390931,37,,F,994838,9,,Jazz,"₹34,406",9,364.7975094201015,4,,4,0,3,Dog,7,B,10,40,0,,,Poor,1359688,1,5.2,iOS,26.511203145496374,Yes,8.7,1,X1,43.2,Yes,Dropout
S113342,85.4,Green,58,593776,26,8.2,Female,123864,6,Graduate,Classical,"₹62,129",18,352.3474500390022,9,Kollam,2,1,3,Cat,9,A,19,38,1,4613205,21,Poor,685682,7,6.1,Laptop,21.625985776484814,No,12.4,,X1,71.2,NO,Dropout
S138665,,Black,91,110229,,,,305364,28,BTech,Jazz,86674,20,92.23939766786918,3,Kochi,2,1,10,Bird,1,F,4,84,0,3279981,39,Good,1320242,12,7.9,Windows Laptop,91.31109855238596,Yes,13.9,1,X4,64.2,YES,Continue
S145320,58.6%,,95,786392,35,1.8,F,641317,,B.Tech,None,101.4k,3,606.9164601439835,7,,1,0,2,Cat,10,F,3,107,6,2376865,100,Good,1313825,6,7.4,Laptop,22.144853971465928,Yes,4.2,1,X4,97.8,Yes,Continue
S100490,93.2,Blue,48,765151,,6.3,F,614877,14,Graduate,Pop,110915,17,424.0660266812554,9,Thrissur,0,0,9,Cat,8,C,2,75,0,8393231,28,Good,1594776,4,8.0,Laptop,0.4849532187590988,No,8.3,4,X1,78.1,No,Dropout
S103468,64.4,Yellow,58,140448,41,8.7,Female,134160,18,UG,Pop,53611,,360.78268991931867,3,Kozhikode,5,1,8,,5,A,17,63,0,1268062,22,Excellent,1962674,10,7.1,Tablet,,Yes,13.6,3,,47.2,YES,Dropout
S147808,64.5,Red,64,482938,39,7.7,,125292,7,B.Tech,Pop,32.2k,4,594.4195172270646,1,Thrissur,3,1,8,,5,B,6,93,5,3452741,53,Poor,339684,4,4.3,Windows Laptop,,Yes,12.4,4,,59.8,Yes,Continue
S134711,60.0,Red,86,984790,57,,F,927016,13,B.Tech,None,19232,4,902.3993571247839,10,Thrissur,1,1,1,,3,A,11,106,5,5568712,55,Average,120650,0,4.8,Tablet,91.47257720342424,Yes,13.8,2,,81.1,Yes,Continue
S103263,85.0,,57,,52,6.8,Female,575625,7,B.Tech,HipHop,,7,122.98605192532443,1,Thrissur,0,0,9,Dog,2,E,,87,4,9963383,20,Poor,1712263,,8.9,iOS,12.333188280178442,No,14.7,2,X4,47.8,NO,Dropout
S117103,95.8,Red,57,602108,47,7.0,M,609697,4,B.Tech,Rock,10108,1,356.5538716412442,1,Kottayam,1,1,10,None,3,F,9,32,2,8034176,55,Poor,248106,1,7.1,iOS,65.09002863607142,Yes,5.8,1,X2,95.4,NO,Continue
S144131,70.9,Yellow,42,,25,,Female,231952,5,UG,HipHop,97522,20,238.20541884104205,5,Kochi,,,9,Dog,4,,,66,4,1236599,72,Excellent,554968,3,8.2,Tablet,,No,14.0,4,X1,73.6,NO,Dropout
S101408,59.6,Black,31,489484,48,,F,,18,Graduate,HipHop,"₹55,944",14,841.9606401125498,,Kottayam,0,0,5,Cat,1,C,0,47,5,99708,,Good,1180983,4,5.8,Tablet,26.021304034428695,,3.3,4,X1,69.3,YES,Dropout
S102152,97.8,Yellow,64,,55,5.4,Female,947204,2,B.Tech,Pop,30.8k,12,855.1189664229628,9,Kozhikode,5,0,1,Cat,,,12,,5,,70,Average,1591853,11,,Windows Laptop,37.7355479083044,Yes,,3,X2,58.5,Yes,Dropout
S119291,45.4%,Red,53,,24,8.1,female,824423,17,B.Tech,Jazz,,,769.1061326301103,4,Thrissur,0,1,10,Dog,2,F,17,22,3,8429086,98,Poor,1211685,6,6.9,iOS,52.32451024446922,Yes,3.9,,X4,90.7,No,Continue
S128311,0.73,Yellow,35,118266,45,6.8,female,530422,14,Graduate,Pop,62938,1,633.2540559142843,10,Kozhikode,1,0,6,Dog,8,B,17,18,2,,95,Poor,693538,6,5.3,Android,28.802626903070326,Yes,14.7,2,X5,72.6,No,Dropout
S117491,96.1,Black,83,657974,,8.3,Female,116291,15,Graduate,Rock,33833,12,553.3067313748555,2,Kottayam,4,0,4,,,C,,42,4,9172716,87,Average,139718,4,7.1,Tablet,20.822670312271242,No,13.6,3,X1,42.9,No,Continue
S125956,49.2,Black,61,433976,,8.4,M,791125,26,BTech,Jazz,67894,17,914.837909460289,6,Thrissur,,0,,None,10,A,6,50,1,2059913,78,Average,54047,1,4.9,iOS,93.05368836076514,No,6.1,1,X5,69.4,NO,Dropout
S104830,98.5,White,94,112386,34,6.1,,668316,9,BTech,Rock,16082,1,821.7725112125925,6,Kottayam,4,1,9,,9,A,5,60,6,4211806,75,Good,74447,8,8.8,,35.37352055400619,Yes,6.9,2,X1,78.9,YES,Dropout
S104273,,,72,865862,,2.3,M,483420,14,PG,Pop,32928,18,108.35249406649842,1,,1,1,3,Bird,7,B,7,118,0,5238295,21,Excellent,680612,8,4.9,Windows Laptop,93.4465483380919,Yes,8.6,2,X3,65.9,Yes,Continue
S142159,0.45,Blue,85,,22,8.7,female,899364,27,UG,None,40.2k,20,582.6762272805604,3,Kollam,0,1,1,Cat,5,C,9,84,2,5063375,23,Excellent,708621,5,5.5,Android,22.798464805755902,No,3.2,1,X1,54.7,Yes,Dropout
S140353,0.51,Green,,808341,,5.3,male,950468,23,B.Tech,None,30.7k,6,481.38935933202333,2,Kollam,2,0,2,Dog,6,E,6,45,4,4816273,,Good,32089,12,8.0,iOS,78.5847372006548,Yes,12.8,4,X1,81.5,NO,Dropout
S145080,,Green,76,108004,55,0.8 hrs,Female,877275,7,,Jazz,58999,17,422.07222621362166,5,Thrissur,5,0,10,None,3,D,13,94,6,8281978,,Excellent,1821374,0,5.1,Laptop,96.60461541178427,Yes,,4,X5,83.7,Yes,Dropout
S145842,0.83,Red,53,837079,37,3.1,,883673,10,Graduate,Jazz,87101,8,426.3839014986188,7,,3,1,1,Bird,7,C,18,56,6,2652367,34,Poor,,12,7.5,Tablet,25.203965396666362,Yes,,1,X5,,YES,Dropout
S146729,61.3,Red,33,910042,23,3.7,,651779,7,Graduate,Pop,"₹29,544",3,370.1966369496056,10,Thrissur,3,1,,Bird,5,E,3,47,1,2376690,33,Good,735537,4,8.0,,52.26394749022296,,6.3,1,,75.8,YES,Dropout
S106645,77.1,Yellow,64,351741,50,7.0,female,47501,1,PG,,119737,10,807.8433685275058,1,Kottayam,1,0,1,Dog,3,C,8,64,6,9159549,60,Average,1530331,8,7.2,,,No,13.5,3,X2,85.8,YES,Continue
S136441,96.6,Blue,47,819981,50,1.7,Female,406575,29,,Classical,85166,1,699.0152589219822,10,Kozhikode,3,1,3,Cat,8,B,,9,4,,91,Poor,981662,10,4.1,Windows Laptop,98.52431294538853,Yes,12.0,3,X1,72.4,NO,Continue
S124000,45.2,,77,797091,33,7.1,Female,,17,Graduate,Classical,8.2k,6,682.8561263928998,4,Thrissur,2,1,6,Bird,5,C,7,50,2,3059317,53,Excellent,1019632,11,6.0,Laptop,73.19590977032662,No,4.4,2,X5,59.2,NO,Dropout
S115836,65.4,,84,263309,,2.8,male,117001,,Diploma,None,"₹106,296",13,770.629940452297,8,Kozhikode,5,0,4,Cat,2,F,9,23,1,7620597,97,Average,1650779,7,6.2,Windows Laptop,53.51510457349797,Yes,0.2,3,,69.0,No,Dropout
S134009,,White,58,493619,52,1.5,Female,41884,15,UG,Pop,67261,9,452.32886737590775,2,Kozhikode,2,,2,Cat,,F,2,97,,8274090,60,Poor,1309954,10,8.5,Windows Laptop,65.62822247983591,No,5.0,3,X5,76.0,Yes,Continue
S101127,59.5,Green,77,,34,4.1,M,551216,28,BTech,None,94821,12,726.1049943852943,4,Thrissur,2,1,6,None,2,,13,88,3,,69,Poor,276236,,6.4,Laptop,54.930476599392165,No,,1,X3,51.5,YES,Dropout
S111567,97.1,Green,45,444176,25,0.5,male,642985,,Diploma,None,11314,10,452.48217692702025,3,Kozhikode,3,1,3,Bird,8,,19,73,5,7410455,,Poor,477037,10,8.7,iOS,15.433259731058746,Yes,11.4,,X4,83.9,YES,Dropout
S129000,,White,31,743994,50,5.3,M,116003,22,BTech,Classical,98114,14,163.11810117482457,2,Kollam,,1,8,Bird,4,C,3,,2,100203,20,Good,667686,3,7.0,Laptop,50.65497681916806,No,,2,X1,79.1,YES,Dropout
S135127,84.4,Yellow,39,701385,41,,,848712,6,PG,Jazz,45225,2,62.862359547829044,2,Kozhikode,2,0,9,,5,E,19,92,4,,41,Poor,832945,7,4.5,Android,23.215152799554094,Yes,6.4,1,X5,97.8,YES,Continue
S105314,63.3,Blue,71,483176,54,4.4,Male,111280,28,,HipHop,115170,12,600.0005023642666,8,Thiruvananthapuram,0,1,10,None,1,A,20,90,5,9083571,30,Good,820493,9,4.8,Tablet,17.277931500290457,Yes,4.1,3,X1,51.5,YES,Dropout
S127368,79.7,Green,94,596985,56,3.3,Male,665531,21,BTech,Jazz,41013,5,213.729647660146,3,,1,1,9,Dog,10,B,8,115,1,12722,69,Excellent,,3,4.4,Laptop,86.22372406614288,Yes,13.3,2,X5,43.0,Yes,Dropout
S114595,93.7,Yellow,99,693358,31,5.4,female,373204,,,Pop,73362,10,709.7315277078267,8,Kollam,,0,7,Cat,2,E,19,6,0,2396947,89,Good,1088158,,,Android,37.94599449299998,No,5.5,4,X2,,No,Continue
S101009,89.2,Blue,39,799990,57,8.9 hrs,Male,783361,9,,None,98115,15,323.2449542675814,1,Kollam,1,0,10,Bird,,C,10,21,3,4419710,41,Excellent,1362397,6,7.7,Android,23.59367952791778,No,0.2,4,X3,41.9,Yes,Dropout
S110184,48.1,White,62,296894,37,1.3,Male,743542,6,PG,Pop,82017,13,768.6464920866524,8,Thrissur,0,0,1,None,6,D,4,54,4,6507163,72,Excellent,292841,9,8.6,Android,16.090586517052095,Yes,9.7,4,X1,79.8,Yes,Dropout
S120180,57.1,Red,52,,48,4.4,F,926260,23,Graduate,HipHop,98174,16,149.60550077762855,6,Thiruvananthapuram,2,0,4,Bird,4,F,14,49,0,3740290,74,Excellent,,1,7.3,Laptop,64.99401021258325,Yes,4.5,1,X5,61.6,YES,Dropout
S109999,58.4,Green,33,605847,35,4.1,F,131275,26,Diploma,Classical,"₹80,270",12,902.3892285186782,10,Thiruvananthapuram,0,1,3,Bird,10,,4,28,6,9157777,71,Excellent,702777,11,4.4,,37.91924825315387,Yes,4.1,4,X2,69.1,Yes,Dropout
S104530,47.6,Black,73,357119,34,,female,770702,8,BTech,Rock,89715,10,657.9745511646995,6,Kochi,2,0,4,None,9,A,8,62,2,4028650,83,Good,443716,10,4.5,Laptop,91.8398706140781,No,,1,X3,96.5,Yes,Dropout
S139990,94.9,Red,,360188,38,3.2,female,293705,15,Graduate,Jazz,73505,15,26.211729641335126,7,Kozhikode,,,2,Cat,,,14,,4,7512621,30,Average,1935611,2,7.3,Laptop,45.67480809079715,,13.1,3,X4,70.4,YES,Continue
S124346,0.87,Green,69,722320,34,,F,534210,5,,Classical,97860,7,356.80513494444097,10,Kochi,1,0,2,Cat,3,B,2,,2,2848144,53,Poor,1548054,11,6.2,Android,27.986479368244755,,9.8,3,X2,46.2,NO,Dropout
S104719,67.2,Blue,91,972009,26,2.8,Female,123856,9,B.Tech,Classical,93.7k,2,242.20361819797762,7,Thrissur,4,1,4,Cat,8,,3,104,6,4323680,34,Average,714221,4,,Laptop,51.10814689543618,No,0.0,1,,,NO,Dropout
S140134,74.3,Red,74,402385,20,1.5 hrs,Female,484062,,Diploma,Pop,106805,10,464.36425030124,8,Kozhikode,1,0,10,Bird,8,E,6,39,1,8015270,54,Average,,8,7.5,Laptop,41.83825829647706,Yes,,3,X2,41.4,NO,Continue
S103179,,,58,,20,7.7 hrs,,822172,1,Diploma,Pop,87428,10,682.9900853609195,8,,3,1,4,Bird,5,C,10,55,1,9258269,100,Poor,,7,6.3,Windows Laptop,33.72163575043692,No,10.4,1,X4,,YES,Dropout
,50.5%,Red,37,823090,,5.0,M,237499,7,Graduate,Pop,52.4k,18,395.48592116279633,4,Thiruvananthapuram,0,1,8,None,5,B,,,6,3655070,60,Good,1503767,,8.5,Windows Laptop,86.47090012114329,Yes,9.4,2,X1,94.3,Yes,Continue
S141321,0.61,Green,35,100099,49,1.0,female,,15,UG,,85494,2,97.91202472896202,5,Kozhikode,0,1,2,Dog,10,C,4,20,4,,69,Average,1009190,11,8.0,Windows Laptop,74.80764957359068,No,12.2,1,X2,67.3,,Dropout
S118739,84.0,,59,739135,55,2.2 hrs,M,336909,28,UG,HipHop,"₹18,672",15,562.0077211741118,3,,4,1,3,Bird,7,D,12,20,5,6434697,21,Average,1025752,6,5.1,Tablet,75.9770211837368,No,7.1,1,,50.8,Yes,Dropout
S123780,93.8,Green,100,167883,56,8.3,Female,362147,12,BTech,HipHop,69331,5,606.1770999851377,10,Kollam,0,1,7,Cat,6,,15,23,2,2570539,24,Average,1142415,5,8.5,iOS,95.2397692047659,Yes,13.2,2,X5,75.7,NO,Continue
S110930,54.9,Blue,61,263117,60,4.4,,,12,BTech,Classical,18.3k,4,433.0065713247018,6,Kozhikode,2,1,6,Bird,9,B,18,108,2,4135297,98,Poor,922951,5,5.7,iOS,60.114681347376944,No,5.8,2,X1,87.9,NO,Dropout
S148762,,Green,36,116783,58,8.4 hrs,Female,870371,10,Diploma,,17595,,617.496690574632,2,Kottayam,2,0,4,Cat,7,E,9,102,2,8418641,57,,1950931,6,5.4,,85.5880263267669,No,9.7,2,X1,62.7,Yes,Continue
,45.2,Green,51,755985,57,,M,629990,3,Diploma,HipHop,,4,582.4988835518169,1,Kottayam,1,1,,Dog,3,E,3,89,,9798487,27,Poor,225044,0,8.2,Android,9.347315236958186,Yes,10.8,,X1,,Yes,Dropout
S122272,0.71,Yellow,40,993022,32,7.6,Male,712979,26,BTech,Rock,66460,20,440.4449254340835,7,Kochi,3,1,1,None,4,D,8,94,4,8005892,64,Excellent,563693,,7.7,Laptop,,,5.2,2,X4,,NO,Dropout
S119055,0.56,Black,87,,20,1.5,Male,269644,8,Graduate,None,25600,2,107.75790661690547,8,Thrissur,5,1,9,Cat,1,,6,25,6,2217919,30,Poor,1716597,9,4.7,Android,15.590094515313623,,11.1,1,X4,50.1,,Continue
S124279,97.7,,30,688270,45,5.7,female,970137,,Graduate,Pop,89.1k,10,1031.0208087273945,3,Kottayam,3,0,7,None,7,E,9,90,1,3537880,,Poor,1504936,2,,Tablet,7.264069019557318,No,8.0,2,X1,,NO,Continue
S131915,79.6,Green,90,,50,,female,396978,24,B.Tech,,8086,20,107.5569222561021,4,Kollam,1,0,4,Dog,2,A,14,,6,8732502,22,Good,1496144,8,,iOS,96.22550200195329,No,13.0,2,X5,45.0,NO,Dropout
S115314,55.1,Yellow,85,245346,59,,F,524004,20,Graduate,Rock,104966,19,409.0462773084626,1,Thiruvananthapuram,2,1,5,None,1,B,5,52,3,8310364,77,Good,,12,7.9,Tablet,,No,6.5,1,X3,89.8,No,Continue
,76.5%,White,,657843,45,2.3,Male,290128,3,,HipHop,14528,10,500.59745076635807,,Thiruvananthapuram,,0,8,None,4,F,4,103,5,4739859,38,Poor,,,4.8,iOS,62.88557314184781,Yes,11.4,2,X1,85.4,YES,Continue
,96.0%,Black,52,177388,53,3.6,M,309197,27,B.Tech,,18918,13,514.271701720682,2,Kottayam,1,0,7,None,2,,16,89,1,6579897,69,Poor,693363,4,6.0,Android,64.60049038179764,Yes,7.9,1,X3,56.9,NO,Continue
S137530,47.2,Green,73,614212,23,7.2,male,739546,,UG,HipHop,"₹30,824",11,581.2103689108335,4,Kottayam,1,1,2,Cat,2,D,5,109,6,3126243,45,Average,454312,6,5.5,Laptop,44.06601027789806,Yes,0.7,2,,96.1,YES,Dropout
S127358,85.1,Green,95,324408,52,3.4,male,,17,UG,HipHop,61836,14,439.05957165475826,8,Kozhikode,4,0,8,Bird,2,A,18,14,1,3188512,51,Poor,159823,,7.1,iOS,31.084917731492535,Yes,12.5,3,X1,96.8,NO,Continue
S114067,76.6%,Green,64,939896,57,0.9 hrs,male,631486,28,BTech,None,53722,,751.8418794253413,2,Thiruvananthapuram,1,0,1,Bird,6,D,9,,5,9951312,42,Excellent,1553530,,5.6,iOS,,Yes,11.7,1,X4,63.7,NO,Continue
S104761,61.4,White,34,409439,60,1.3 hrs,,821263,16,,None,95288,5,,10,Kollam,2,0,1,None,2,F,3,112,1,5244280,77,Excellent,211019,,7.4,Laptop,4.923138997653098,,8.3,,X3,54.7,Yes,Dropout
S127686,64.9,Red,55,263493,36,3.7h,female,712388,25,Diploma,None,29460,1,174.54942148795425,9,Thrissur,0,0,6,None,3,B,5,34,4,4502989,53,Poor,84302,7,8.1,,36.58863293698603,Yes,0.7,1,X5,97.5,,Continue
S148005,54.5,White,35,720349,58,3.8,Male,956723,11,UG,Jazz,112187,9,469.9511560787909,10,Thrissur,4,0,4,None,9,E,,11,4,7638720,60,Poor,437207,7,5.2,Android,28.617480527295037,No,2.4,1,X1,86.3,YES,Dropout
S125351,72.6,White,59,376694,29,7.2,,190728,1,PG,Classical,30977,15,743.9042550755937,5,Kozhikode,5,0,7,Dog,8,B,17,120,1,3936037,57,Average,653842,12,6.9,Laptop,25.516415121148494,Yes,14.6,1,X2,87.5,No,Dropout
S115954,,White,97,858948,59,5.6,F,336727,6,PG,HipHop,9073,5,869.0099119396209,1,Kollam,4,1,4,Dog,8,B,10,35,5,619669,75,Good,250601,10,5.2,Laptop,6.632292506823568,Yes,11.5,2,X1,85.2,YES,Dropout
S135943,75.7,Yellow,80,447427,27,2.2,F,16756,24,Diploma,Rock,103243,4,-26.42991128333051,5,Thiruvananthapuram,0,1,7,Bird,5,E,2,,3,,51,Excellent,1834679,4,5.4,iOS,47.13283202715364,No,11.1,4,,59.8,,Continue
S117526,45.7,Blue,79,361700,29,4.5,Female,444691,6,B.Tech,Jazz,72379,3,481.92332193699036,1,Thiruvananthapuram,3,1,3,Bird,8,F,,11,,2286534,27,Good,1852648,4,4.4,Laptop,,No,,1,X4,46.3,NO,Dropout
,54.4,Blue,96,786289,42,7.4,Female,,10,PG,Jazz,68.5k,15,522.216683268769,1,Kozhikode,3,,4,Cat,4,C,14,86,5,4342579,,Excellent,1917842,1,4.3,,,Yes,13.2,2,X5,98.2,,Continue
S133564,62.1,Red,41,,54,4.1h,female,6472,,Graduate,Rock,59129,10,271.4738254169015,1,Thrissur,0,1,9,None,3,F,,79,,5797360,22,Poor,987549,8,8.2,Android,8.714877362337203,No,7.3,2,X2,60.9,NO,Dropout
S113563,98.4,Yellow,74,101725,45,7.1,M,214616,28,UG,Classical,"₹97,257",18,27.396388673658294,2,Thiruvananthapuram,3,0,6,None,3,F,,76,,9418601,87,Good,1896475,1,4.7,Tablet,98.4291882203875,No,3.5,1,X4,91.1,NO,Continue
S123541,74.9,Blue,87,339770,59,2.6h,male,482430,2,Graduate,Classical,31146,14,487.6631951678347,4,Kochi,1,0,6,Dog,3,B,17,32,6,4796797,,Good,1581629,1,4.3,Windows Laptop,17.34444494696078,Yes,2.9,3,X2,66.1,No,Continue
S144466,97.6,Green,64,462148,31,4.7h,male,309557,30,UG,,102987,16,210.27793728091422,5,Kochi,2,1,5,None,8,A,,34,0,8723147,88,Average,185352,3,8.2,Laptop,39.60566235702396,No,14.7,4,X4,87.5,Yes,Dropout
S109665,67.8,Red,50,756173,,4.0,,676223,6,B.Tech,Pop,,2,172.98919728847687,3,Kozhikode,1,0,5,Bird,5,D,5,12,4,7213728,24,Excellent,1958425,4,7.9,Laptop,14.630872897088476,Yes,14.0,3,X3,77.5,YES,Dropout
S118761,70.8,White,44,996212,17,5.9 hrs,M,878260,0,BTech,Classical,72.2k,20,261.0849445791363,6,Thiruvananthapuram,1,1,10,None,1,A,6,49,6,6368598,52,Poor,996586,5,8.1,Windows Laptop,32.79075639543486,No,10.1,4,X1,85.6,YES,Continue
S101331,,Yellow,,887152,54,3.0 hrs,Male,849107,28,,Classical,70575,15,1127.4262863203412,10,Kottayam,1,0,,Bird,2,D,18,7,3,535742,88,Average,458141,9,8.8,iOS,62.32093474572551,Yes,9.6,,X1,72.5,Yes,Dropout
S147366,250,Yellow,44,817233,23,7.3,male,221264,14,Diploma,Rock,80186,7,777.7295711983627,9,Thrissur,,0,5,Cat,3,C,,76,6,3054090,46,,1519710,4,4.3,Android,46.944349837480814,No,,3,X4,60.0,No,Dropout
S115136,,Red,98,931822,42,3.4,Male,384392,30,,Jazz,44135,8,810.6886178584857,,Kollam,5,,4,Cat,1,E,3,39,3,,70,Average,66334,4,4.7,iOS,86.42833185973603,No,11.8,3,X5,69.4,Yes,Dropout
S135471,96.1,,73,110047,17,1.0h,Female,2342,10,UG,Pop,,9,53.79297903500981,4,Kozhikode,3,0,10,None,6,E,0,73,3,8850350,45,Good,555312,,7.2,Android,,No,4.4,1,X3,41.7,No,Dropout
S137269,65.4,White,30,766610,23,7.5,Female,817472,6,Diploma,Classical,50956,,418.48420190504,6,Kochi,4,,7,None,5,A,14,62,0,6906589,80,Excellent,1540077,11,5.1,Android,30.26420303472036,No,14.8,1,X2,42.4,,Continue
S105077,,Blue,97,683956,33,7.4,Female,131427,17,BTech,HipHop,48.6k,2,277.2502266868655,9,Thrissur,2,1,10,None,7,C,7,65,1,8376350,80,Good,1185940,6,6.4,Tablet,31.648461854877297,No,2.4,,X2,86.8,YES,Continue
S149626,99.1,White,64,541340,18,,M,951715,3,PG,Jazz,49.7k,,339.44176873901586,3,Kottayam,1,1,8,,10,F,2,87,5,7298838,22,Poor,807753,7,6.2,Laptop,28.966685935814528,No,5.7,3,X1,61.2,Yes,Dropout
S131452,72.7,Blue,,,49,2.8,M,442131,28,PG,Classical,47373,3,381.7715927305006,3,Kozhikode,3,0,6,Dog,7,E,2,7,3,5259056,,Poor,763856,11,8.3,,44.6025011803214,Yes,11.3,,X3,73.1,Yes,Dropout
S112010,,Black,33,325927,52,1.4,male,703232,1,BTech,Jazz,24227,0,878.1307189833306,10,Kozhikode,3,0,2,None,,B,3,25,3,1150722,67,,703955,0,4.0,Laptop,70.89134576964726,Yes,4.4,4,X2,46.4,No,Dropout
